CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,Latitude,Longitude,Lat_Lon
907114138,01/01/2016,00:00:00,,,06/27/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,40.635141912,-73.947895611,"(40.635141912, -73.947895611)"
820366050,01/01/2016,00:01:00,,,06/21/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,67,INSIDE,RESIDENCE - APT. HOUSE,40.654954094,-73.919815644,"(40.654954094, -73.919815644)"
418016737,01/01/2016,01:10:00,,,06/19/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,13,INSIDE,RESIDENCE - APT. HOUSE,40.73987766,-73.996869174,"(40.73987766, -73.996869174)"
675554078,01/01/2016,00:00:00,12/31/2016,00:00:00,06/14/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE - APT. HOUSE,40.768612754,-73.872031771,"(40.768612754, -73.872031771)"
242421291,01/01/2016,00:01:00,05/30/2017,20:00:00,05/31/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,RESIDENCE - APT. HOUSE,,,
880371333,01/01/2016,09:00:00,06/07/2017,09:00:00,06/07/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,40.636818967,-74.118653127,"(40.636818967, -74.118653127)"
420072865,01/01/2016,09:00:00,06/07/2017,09:00:00,06/07/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,STATEN ISLAND,120,INSIDE,RESIDENCE - PUBLIC HOUSING,40.636818967,-74.118653127,"(40.636818967, -74.118653127)"
212807401,01/01/2016,00:01:00,05/01/2017,23:59:00,05/22/2017,109,GRAND LARCENY,426,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,122,INSIDE,RESIDENCE-HOUSE,40.56207524,-74.113283814,"(40.56207524, -74.113283814)"
404890055,01/01/2016,00:01:00,12/31/2016,23:59:00,05/18/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
669642832,01/01/2016,19:00:00,05/16/2017,16:20:00,05/16/2017,107,BURGLARY,211,"BURGLARY,COMMERCIAL,DAY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,ABANDONED BUILDING,40.673105271,-73.905298118,"(40.673105271, -73.905298118)"
156095250,01/01/2016,12:00:00,12/31/2016,12:00:00,05/16/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,25,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
298182318,01/01/2016,00:01:00,05/31/2016,23:59:00,05/10/2017,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,,,
652760005,01/01/2016,09:00:00,01/01/2016,10:00:00,05/03/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,40.850946838,-73.885612621,"(40.850946838, -73.885612621)"
708545974,01/01/2016,12:00:00,04/25/2017,11:30:00,04/25/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,110,INSIDE,STORAGE FACILITY,40.764104609,-73.842229642,"(40.764104609, -73.842229642)"
176680572,01/01/2016,00:01:00,12/31/2016,23:59:00,04/24/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,40.836473796,-73.925639242,"(40.836473796, -73.925639242)"
268587779,01/01/2016,09:00:00,01/01/2016,09:10:00,04/20/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE - APT. HOUSE,40.604635972,-74.143009179,"(40.604635972, -74.143009179)"
303231667,01/01/2016,00:01:00,04/20/2017,23:59:00,04/20/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,QUEENS,114,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
167225543,01/01/2016,00:00:00,,,04/17/2017,104,RAPE,153,RAPE 3,COMPLETED,FELONY,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
504124864,01/01/2016,12:00:00,04/11/2017,01:00:00,04/12/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BROOKLYN,73,INSIDE,RESIDENCE - PUBLIC HOUSING,40.666231521,-73.922538001,"(40.666231521, -73.922538001)"
858117086,01/01/2016,00:00:00,02/28/2016,00:00:00,04/11/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,107,INSIDE,RESIDENCE-HOUSE,40.715144183,-73.806593786,"(40.715144183, -73.806593786)"
656669075,01/01/2016,00:01:00,,,04/10/2017,115,PROSTITUTION & RELATED OFFENSES,588,"PROSTITUTION 2, UNDER 16",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,OTHER,,,
856808564,01/01/2016,00:00:00,04/06/2017,16:00:00,04/06/2017,113,FORGERY,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,109,INSIDE,STORE UNCLASSIFIED,40.760205223,-73.80353907,"(40.760205223, -73.80353907)"
605555504,01/01/2016,12:00:00,,,03/30/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,52,INSIDE,RESIDENCE - APT. HOUSE,40.874906005,-73.878223809,"(40.874906005, -73.878223809)"
598604364,01/01/2016,15:00:00,03/28/2017,14:00:00,03/29/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE-HOUSE,40.637385239,-73.916684069,"(40.637385239, -73.916684069)"
142755525,01/01/2016,00:00:00,01/01/2017,23:59:00,03/26/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,40.606823181,-73.959809599,"(40.606823181, -73.959809599)"
612140519,01/01/2016,00:01:00,12/31/2016,23:59:00,03/25/2017,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE - APT. HOUSE,,,
923988480,01/01/2016,09:00:00,03/17/2017,09:00:00,03/22/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,40.83655923,-73.914273566,"(40.83655923, -73.914273566)"
190783666,01/01/2016,12:00:00,03/10/2017,10:00:00,03/10/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,40.749866529,-73.97819495,"(40.749866529, -73.97819495)"
293304058,01/01/2016,00:01:00,,,03/01/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,PUBLIC BUILDING,,,
621425183,01/01/2016,10:00:00,02/26/2017,17:00:00,02/26/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,PUBLIC BUILDING,40.808557679,-73.952358366,"(40.808557679, -73.952358366)"
810825370,01/01/2016,00:00:00,,,02/20/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE-HOUSE,40.598704972,-73.948330954,"(40.598704972, -73.948330954)"
640960345,01/01/2016,08:00:00,02/17/2017,18:00:00,02/18/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,HOSPITAL,,,
411671730,01/01/2016,03:00:00,01/01/2016,23:59:00,02/17/2017,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,110,INSIDE,RESIDENCE - APT. HOUSE,,,
479509422,01/01/2016,00:01:00,12/31/2016,23:59:00,02/13/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
271567816,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.623175451,-74.000865993,"(40.623175451, -74.000865993)"
806209085,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.623175451,-74.000865993,"(40.623175451, -74.000865993)"
210364906,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.622829609,-73.99943228,"(40.622829609, -73.99943228)"
701024417,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.624965054,-73.999010781,"(40.624965054, -73.999010781)"
788658396,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,DRY CLEANER/LAUNDRY,40.624965054,-73.999010781,"(40.624965054, -73.999010781)"
142884404,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,VARIETY STORE,40.620771016,-73.999781709,"(40.620771016, -73.999781709)"
769521647,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,DRY CLEANER/LAUNDRY,40.617954827,-74.002713762,"(40.617954827, -74.002713762)"
858674743,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.615651864,-74.005105327,"(40.615651864, -74.005105327)"
158868830,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.615651864,-74.005105327,"(40.615651864, -74.005105327)"
724581463,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.615651864,-74.005105327,"(40.615651864, -74.005105327)"
798327837,01/01/2016,00:01:00,01/01/2017,00:01:00,02/11/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,STORE UNCLASSIFIED,40.613974704,-74.006852074,"(40.613974704, -74.006852074)"
631892474,01/01/2016,00:00:00,02/07/2017,00:00:00,02/07/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,40.775772829,-73.954750345,"(40.775772829, -73.954750345)"
296538131,01/01/2016,08:00:00,,,02/04/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,STORE UNCLASSIFIED,40.676198799,-73.884448642,"(40.676198799, -73.884448642)"
885539002,01/01/2016,10:00:00,01/29/2017,12:02:00,01/31/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,25,,STREET,40.797952861,-73.942123003,"(40.797952861, -73.942123003)"
992159145,01/01/2016,12:00:00,01/30/2017,09:00:00,01/30/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE - APT. HOUSE,40.676129671,-73.876048726,"(40.676129671, -73.876048726)"
841999126,01/01/2016,00:01:00,01/01/2016,23:59:00,01/12/2017,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,7,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
711464930,01/01/2016,19:00:00,01/25/2017,20:30:00,01/25/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,,STREET,40.758558753,-73.82963795,"(40.758558753, -73.82963795)"
504880473,01/01/2016,00:01:00,12/31/2016,23:59:00,01/24/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,INSIDE,RESIDENCE - APT. HOUSE,,,
803166604,01/01/2016,09:00:00,10/15/2016,09:00:00,01/21/2017,109,GRAND LARCENY,428,"LARCENY,GRAND BY BANK ACCT COMPROMISE-UNAUTHORIZED PURCHASE",COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,123,INSIDE,RESIDENCE - APT. HOUSE,40.5195905,-74.198526147,"(40.5195905, -74.198526147)"
911203378,01/01/2016,08:00:00,,,01/19/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,FRONT OF,COMMERCIAL BUILDING,40.661671177,-73.893495579,"(40.661671177, -73.893495579)"
169913092,01/01/2016,08:00:00,,,01/19/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,75,REAR OF,BEAUTY & NAIL SALON,40.664685899,-73.894528875,"(40.664685899, -73.894528875)"
754466426,01/01/2016,00:01:00,08/05/2016,23:59:00,01/19/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,40.836708519,-73.857181511,"(40.836708519, -73.857181511)"
739373420,01/01/2016,07:00:00,10/31/2016,12:00:00,01/18/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE-HOUSE,40.617289263,-74.143194775,"(40.617289263, -74.143194775)"
771624402,01/01/2016,00:01:00,01/01/2016,23:59:00,01/18/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE - APT. HOUSE,,,
741446162,01/01/2016,09:00:00,01/12/2017,11:00:00,01/12/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,RESIDENCE-HOUSE,40.762900759,-73.867025036,"(40.762900759, -73.867025036)"
931829472,01/01/2016,08:00:00,09/08/2016,12:00:00,01/09/2017,109,GRAND LARCENY,412,"LARCENY,GRAND FROM RESIDENCE, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,RESIDENCE - APT. HOUSE,40.658159548,-73.91170236,"(40.658159548, -73.91170236)"
917205874,01/01/2016,21:30:00,01/02/2017,21:30:00,01/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,COMMERCIAL BUILDING,40.746796062,-73.983674396,"(40.746796062, -73.983674396)"
819747868,01/01/2016,08:00:00,01/04/2017,08:00:00,01/04/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE-HOUSE,40.617028955,-74.098356852,"(40.617028955, -74.098356852)"
174978278,01/01/2016,23:00:00,01/03/2017,07:30:00,01/03/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,44,,STREET,40.839810529,-73.928660458,"(40.839810529, -73.928660458)"
622366437,01/01/2016,17:00:00,01/02/2017,06:30:00,01/02/2017,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,40.69500001,-73.730085489,"(40.69500001, -73.730085489)"
626739714,01/01/2016,06:10:00,01/01/2017,06:12:00,01/01/2017,348,VEHICLE AND TRAFFIC LAWS,916,LEAVING SCENE-ACCIDENT-PERSONA,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,46,,STREET,40.848123442,-73.901466999,"(40.848123442, -73.901466999)"
492890715,01/01/2016,06:00:00,01/01/2017,06:15:00,01/01/2017,341,PETIT LARCENY,313,"LARCENY,PETIT BY FALSE PROMISE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,,STREET,40.670895214,-73.936490681,"(40.670895214, -73.936490681)"
657605513,01/01/2016,04:00:00,01/01/2016,04:10:00,01/01/2017,351,CRIMINAL MISCHIEF & RELATED OF,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,106,FRONT OF,STREET,40.676446932,-73.804135509,"(40.676446932, -73.804135509)"
553117159,01/01/2016,03:00:00,01/01/2017,07:00:00,01/01/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,BAR/NIGHT CLUB,40.722141921,-73.958701058,"(40.722141921, -73.958701058)"
551826637,01/02/2016,08:00:00,03/06/2017,20:00:00,03/17/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE - APT. HOUSE,40.668637618,-73.957259839,"(40.668637618, -73.957259839)"
738303838,01/02/2016,18:55:00,,,01/26/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,40.851213168,-73.935216052,"(40.851213168, -73.935216052)"
216882748,01/02/2016,00:00:00,01/03/2017,00:01:00,01/13/2017,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,,STREET,40.816088874,-73.917688689,"(40.816088874, -73.917688689)"
836125986,01/02/2016,17:00:00,01/03/2017,08:00:00,01/03/2017,109,GRAND LARCENY,457,"LARCENY,GRAND OF VEHICULAR/MOTORCYCLE ACCESSORIES",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,FRONT OF,STREET,40.656964536,-73.751593921,"(40.656964536, -73.751593921)"
172208310,01/02/2016,15:00:00,01/03/2017,10:30:00,01/03/2017,110,GRAND LARCENY OF MOTOR VEHICLE,441,"LARCENY,GRAND OF AUTO",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,88,FRONT OF,STREET,40.687145388,-73.975103689,"(40.687145388, -73.975103689)"
386949094,01/02/2016,23:15:00,01/02/2017,23:20:00,01/02/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,43,INSIDE,RESIDENCE - PUBLIC HOUSING,40.816872438,-73.850684927,"(40.816872438, -73.850684927)"
881155012,01/02/2016,12:00:00,01/02/2016,12:30:00,01/02/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,RESIDENCE-HOUSE,40.6283944,-73.918204776,"(40.6283944, -73.918204776)"
327389571,01/02/2016,02:35:00,,,01/02/2017,106,FELONY ASSAULT,105,STRANGULATION 1ST,COMPLETED,FELONY,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,RESIDENCE - APT. HOUSE,40.618608874,-74.078338948,"(40.618608874, -74.078338948)"
938580208,01/03/2016,00:00:00,04/04/2017,12:25:00,04/04/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,40.84883927,-73.93570271,"(40.84883927, -73.93570271)"
685202830,01/03/2016,12:00:00,,,03/27/2017,341,PETIT LARCENY,339,"LARCENY,PETIT FROM OPEN AREAS,",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,83,,STREET,40.695791679,-73.917072681,"(40.695791679, -73.917072681)"
448442366,01/03/2016,22:30:00,01/06/2016,17:30:00,01/04/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,77,,RESIDENCE - APT. HOUSE,40.677781508,-73.935860415,"(40.677781508, -73.935860415)"
208028511,01/03/2016,18:00:00,01/04/2016,20:25:00,01/04/2017,365,ADMINISTRATIVE CODE,878,"ADM.CODE,UNCLASSIFIED MISDEMEA",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE - APT. HOUSE,40.71677219,-73.742327333,"(40.71677219, -73.742327333)"
793095871,01/03/2016,17:30:00,,,01/04/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,40.717496335,-73.742115302,"(40.717496335, -73.742115302)"
473299881,01/03/2016,14:30:00,,,01/04/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,94,INSIDE,RESIDENCE - APT. HOUSE,40.718830216,-73.962260077,"(40.718830216, -73.962260077)"
841762326,01/03/2016,11:34:00,01/03/2017,11:50:00,01/04/2017,109,GRAND LARCENY,421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,,TAXI (LIVERY LICENSED),40.85194616,-73.9107764,"(40.85194616, -73.9107764)"
924580793,01/03/2016,19:07:00,01/03/2016,19:13:00,01/03/2017,233,SEX CRIMES,175,"SEXUAL ABUSE 3,2",COMPLETED,MISDEMEANOR,N.Y. TRANSIT POLICE,MANHATTAN,14,,TRANSIT - NYC SUBWAY,,,
487083312,01/03/2016,19:00:00,01/03/2017,19:30:00,01/03/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,72,INSIDE,RESIDENCE - APT. HOUSE,40.645885824,-73.998758226,"(40.645885824, -73.998758226)"
801485490,01/03/2016,16:45:00,01/03/2016,17:05:00,01/03/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,84,FRONT OF,PUBLIC SCHOOL,40.694599577,-73.988710557,"(40.694599577, -73.988710557)"
