CMPLNT_NUM,CMPLNT_FR_DT,CMPLNT_FR_TM,CMPLNT_TO_DT,CMPLNT_TO_TM,RPT_DT,KY_CD,OFNS_DESC,PD_CD,PD_DESC,CRM_ATPT_CPTD_CD,LAW_CAT_CD,JURIS_DESC,BORO_NM,ADDR_PCT_CD,LOC_OF_OCCUR_DESC,PREM_TYP_DESC,Latitude,Longitude,Lat_Lon
799343896,05/01/2016,19:36:00,,,03/22/2017,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,MANHATTAN,28,,TRANSIT - NYC SUBWAY,40.80203233,-73.949682945,"(40.80203233, -73.949682945)"
811124845,05/01/2016,16:00:00,08/01/2016,16:00:00,03/20/2017,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,40,INSIDE,ATM,40.816325579,-73.918616876,"(40.816325579, -73.918616876)"
123312388,05/01/2016,12:00:00,03/17/2017,07:30:00,03/17/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,MANHATTAN,23,FRONT OF,RESIDENCE - PUBLIC HOUSING,40.794501225,-73.944636047,"(40.794501225, -73.944636047)"
675032597,05/01/2016,13:00:00,06/30/2016,14:00:00,03/16/2017,116,SEX CRIMES,168,SODOMY 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,,,
288530050,05/01/2016,19:00:00,05/01/2016,20:00:00,03/13/2017,116,SEX CRIMES,177,SEXUAL ABUSE,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,RESIDENCE-HOUSE,,,
970546492,05/01/2016,12:00:00,03/13/2017,18:00:00,03/13/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE-HOUSE,40.757509699,-73.803435124,"(40.757509699, -73.803435124)"
654579099,05/01/2016,00:01:00,05/31/2016,23:59:00,03/09/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,,STREET,40.705520678,-73.895380383,"(40.705520678, -73.895380383)"
128370102,05/01/2016,00:01:00,05/31/2016,23:59:00,03/09/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,,STREET,40.70443503,-73.893780714,"(40.70443503, -73.893780714)"
122003509,05/01/2016,10:00:00,07/05/2016,14:00:00,03/08/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,INSIDE,RESIDENCE - APT. HOUSE,40.849500474,-73.935221335,"(40.849500474, -73.935221335)"
341074157,05/01/2016,00:01:00,05/31/2016,23:59:00,03/07/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,BRONX,40,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
222615772,05/01/2016,14:00:00,02/28/2017,14:00:00,02/28/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,123,FRONT OF,BUS (NYC TRANSIT),40.511586338,-74.249303727,"(40.511586338, -74.249303727)"
771490018,05/01/2016,00:01:00,,,02/23/2017,233,SEX CRIMES,170,"SEXUAL MISCONDUCT,INTERCOURSE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,115,INSIDE,RESIDENCE-HOUSE,,,
489752499,05/01/2016,08:00:00,02/17/2017,16:20:00,02/22/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,72,,RESIDENCE - APT. HOUSE,40.647913988,-74.007406917,"(40.647913988, -74.007406917)"
979788834,05/01/2016,12:00:00,02/18/2017,09:00:00,02/18/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,114,FRONT OF,STREET,40.762442453,-73.909553438,"(40.762442453, -73.909553438)"
389299347,05/01/2016,10:00:00,01/31/2017,11:00:00,02/01/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,19,INSIDE,RESIDENCE - APT. HOUSE,40.772039373,-73.946889529,"(40.772039373, -73.946889529)"
174470377,05/01/2016,01:00:00,,,01/31/2017,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,40.700928072,-73.730973937,"(40.700928072, -73.730973937)"
943875587,05/01/2016,00:00:00,05/31/2016,00:00:00,01/31/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,5,,BRIDGE,40.7158445,-73.99490071,"(40.7158445, -73.99490071)"
757982231,05/01/2016,09:00:00,,,01/28/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE-HOUSE,40.696210334,-73.892308043,"(40.696210334, -73.892308043)"
108706553,05/01/2016,10:00:00,12/01/2016,10:00:00,01/27/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,61,INSIDE,RESIDENCE - APT. HOUSE,40.583620548,-73.957465451,"(40.583620548, -73.957465451)"
165450044,05/01/2016,16:00:00,05/31/2016,17:00:00,01/26/2017,116,SEX CRIMES,164,SODOMY 3,COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,68,INSIDE,PUBLIC SCHOOL,,,
111079578,05/01/2016,12:00:00,,,01/26/2017,104,RAPE,153,RAPE 3,COMPLETED,FELONY,N.Y. HOUSING POLICE,MANHATTAN,10,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
936829240,05/01/2016,12:01:00,08/01/2016,00:00:00,01/20/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,10,INSIDE,RESIDENCE - APT. HOUSE,40.758687362,-73.995160935,"(40.758687362, -73.995160935)"
196421577,05/01/2016,12:00:00,05/01/2016,12:00:00,01/18/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,79,INSIDE,OTHER,40.696196778,-73.942160846,"(40.696196778, -73.942160846)"
129963564,05/01/2016,00:01:00,05/01/2016,23:59:00,01/15/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,20,INSIDE,RESIDENCE - APT. HOUSE,40.777336359,-73.980680909,"(40.777336359, -73.980680909)"
608117772,05/01/2016,17:18:00,05/06/2016,17:53:00,01/03/2017,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BRONX,44,,TRANSIT - NYC SUBWAY,40.83875187,-73.913757556,"(40.83875187, -73.913757556)"
352443424,05/02/2016,14:50:00,09/10/2016,08:30:00,05/02/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,INSIDE,PUBLIC SCHOOL,40.708746766,-73.802125321,"(40.708746766, -73.802125321)"
700358183,05/02/2016,12:00:00,04/17/2017,12:00:00,04/18/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,17,INSIDE,RESIDENCE - APT. HOUSE,40.753083126,-73.965868046,"(40.753083126, -73.965868046)"
337898045,05/02/2016,10:00:00,02/01/2017,13:00:00,03/08/2017,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,34,,STREET,40.869158176,-73.922146153,"(40.869158176, -73.922146153)"
318839211,05/02/2016,15:00:00,01/31/2017,17:00:00,02/14/2017,104,RAPE,157,RAPE 1,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE - APT. HOUSE,,,
541416366,05/02/2016,14:00:00,,,01/23/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. HOUSING POLICE,BRONX,49,INSIDE,RESIDENCE - PUBLIC HOUSING,40.867926856,-73.868771044,"(40.867926856, -73.868771044)"
369338841,05/02/2016,14:00:00,05/02/2016,14:01:00,01/19/2017,578,HARRASSMENT 2,637,"HARASSMENT,SUBD 1,CIVILIAN",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,77,INSIDE,RESIDENCE - APT. HOUSE,40.677584695,-73.948385213,"(40.677584695, -73.948385213)"
307383604,05/02/2016,23:00:00,01/10/2017,18:04:00,01/10/2017,126,MISCELLANEOUS PENAL LAW,461,UNAUTHORIZED USE VEHICLE 2,COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,113,INSIDE,RESIDENCE-HOUSE,40.675434093,-73.764586544,"(40.675434093, -73.764586544)"
606056881,05/03/2016,17:00:00,11/07/2016,14:00:00,03/23/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,90,INSIDE,OTHER,40.709124083,-73.960310607,"(40.709124083, -73.960310607)"
224308785,05/03/2016,09:34:00,,,02/16/2017,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,BROOKLYN,73,,TRANSIT - NYC SUBWAY,40.678286317,-73.910799629,"(40.678286317, -73.910799629)"
203489402,05/04/2016,02:35:00,,,06/25/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,RESIDENCE - APT. HOUSE,40.815684487,-73.943538222,"(40.815684487, -73.943538222)"
983865617,05/04/2016,10:00:00,05/04/2016,16:30:00,04/05/2017,109,GRAND LARCENY,402,"LARCENY,GRAND BY FALSE PROMISE-NOT IN PERSON CONTACT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,63,INSIDE,STREET,40.6285156,-73.941383698,"(40.6285156, -73.941383698)"
467388341,05/04/2016,17:00:00,12/27/2016,17:00:00,01/24/2017,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. HOUSING POLICE,QUEENS,114,INSIDE,RESIDENCE - PUBLIC HOUSING,40.755443005,-73.943423246,"(40.755443005, -73.943423246)"
126720321,05/05/2016,07:00:00,,,06/19/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,108,INSIDE,PUBLIC BUILDING,40.734854386,-73.919885482,"(40.734854386, -73.919885482)"
454792950,05/05/2016,20:30:00,,,05/06/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,STATEN ISLAND,121,INSIDE,RESIDENCE - APT. HOUSE,40.63634376,-74.171202292,"(40.63634376, -74.171202292)"
450752473,05/05/2016,09:56:00,05/05/2017,09:56:00,05/05/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BROOKLYN,62,FRONT OF,RESIDENCE - APT. HOUSE,40.605338313,-73.981620205,"(40.605338313, -73.981620205)"
606173383,05/05/2016,10:00:00,,,03/13/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,108,INSIDE,RESIDENCE-HOUSE,40.747434153,-73.91309261,"(40.747434153, -73.91309261)"
155324496,05/05/2016,00:01:00,05/09/2016,00:01:00,01/22/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE - APT. HOUSE,40.699222077,-73.853238496,"(40.699222077, -73.853238496)"
315324353,05/05/2016,17:00:00,05/06/2016,08:00:00,01/04/2017,351,CRIMINAL MISCHIEF & RELATED OF,254,"MISCHIEF, CRIMINAL 4, OF MOTOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,78,OPPOSITE OF,STREET,40.680417464,-73.972950175,"(40.680417464, -73.972950175)"
832396848,05/06/2016,09:00:00,05/06/2016,09:05:00,05/30/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,40.846466336,-73.933052038,"(40.846466336, -73.933052038)"
447837601,05/06/2016,01:32:00,,,05/06/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,10,INSIDE,RESIDENCE - PUBLIC HOUSING,40.744639755,-74.004541406,"(40.744639755, -74.004541406)"
743185254,05/06/2016,12:01:00,05/07/2016,21:30:00,04/13/2017,107,BURGLARY,214,"BURGLARY,COMMERCIAL,UNKNOWN TI",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,73,INSIDE,COMMERCIAL BUILDING,40.653649395,-73.907603431,"(40.653649395, -73.907603431)"
363675300,05/06/2016,08:00:00,05/09/2016,12:00:00,01/22/2017,109,GRAND LARCENY,432,"LARCENY,GRAND BY IDENTITY THEFT-UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,50,FRONT OF,OTHER,40.910270453,-73.897116628,"(40.910270453, -73.897116628)"
807547397,05/06/2016,12:00:00,01/17/2017,13:00:00,01/18/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,MANHATTAN,28,INSIDE,RESIDENCE - APT. HOUSE,40.809596838,-73.949785598,"(40.809596838, -73.949785598)"
628198303,05/06/2016,13:59:00,05/06/2016,14:00:00,01/06/2017,233,SEX CRIMES,681,"CHILD, ENDANGERING WELFARE",COMPLETED,MISDEMEANOR,N.Y. HOUSING POLICE,MANHATTAN,23,INSIDE,RESIDENCE - PUBLIC HOUSING,,,
783561860,05/07/2016,00:00:00,05/04/2017,00:00:00,06/08/2017,126,MISCELLANEOUS PENAL LAW,733,ENTERPRISE CORRUPTION,COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,43,INSIDE,RESIDENCE-HOUSE,40.808762045,-73.853033088,"(40.808762045, -73.853033088)"
177630836,05/07/2016,12:00:00,05/07/2017,12:00:00,05/07/2017,109,GRAND LARCENY,420,"LARCENY,GRAND BY OPEN/COMPROMISE CELL PHONE ACCT",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,75,INSIDE,RESIDENCE-HOUSE,40.675877224,-73.86869108,"(40.675877224, -73.86869108)"
806061573,05/07/2016,12:00:00,06/28/2016,00:00:00,03/08/2017,109,GRAND LARCENY,407,"LARCENY,GRAND BY DISHONEST EMP",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,18,INSIDE,RESTAURANT/DINER,40.759871835,-73.982310337,"(40.759871835, -73.982310337)"
216233602,05/07/2016,00:01:00,05/07/2016,06:00:00,02/04/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,,HIGHWAY/PARKWAY,40.611322458,-74.098434885,"(40.611322458, -74.098434885)"
677149804,05/07/2016,00:01:00,01/06/2017,23:59:00,01/21/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,100,INSIDE,RESIDENCE - APT. HOUSE,40.576000522,-73.857864956,"(40.576000522, -73.857864956)"
643751582,05/08/2016,16:30:00,05/08/2017,16:30:00,05/10/2017,106,FELONY ASSAULT,106,"ASSAULT 2,1,PEACE OFFICER",COMPLETED,FELONY,HEALTH & HOSP CORP,BRONX,49,INSIDE,HOSPITAL,40.857454424,-73.847542764,"(40.857454424, -73.847542764)"
378864102,05/08/2016,07:00:00,06/07/2016,07:00:00,04/11/2017,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,105,INSIDE,RESIDENCE-HOUSE,40.69247942,-73.734426574,"(40.69247942, -73.734426574)"
735593393,05/08/2016,12:00:00,11/10/2016,12:00:00,03/09/2017,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,40.858789427,-73.898374777,"(40.858789427, -73.898374777)"
500814528,05/08/2016,12:00:00,03/08/2017,10:30:00,03/08/2017,341,PETIT LARCENY,349,"LARCENY,PETIT OF LICENSE PLATE",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,42,INSIDE,PARKING LOT/GARAGE (PRIVATE),40.832224679,-73.906379774,"(40.832224679, -73.906379774)"
877771925,05/08/2016,15:00:00,05/18/2016,15:07:00,01/09/2017,121,CRIMINAL MISCHIEF & RELATED OF,273,"TAMPERING 1,CRIMINAL",COMPLETED,FELONY,N.Y. TRANSIT POLICE,QUEENS,115,,TRANSIT - NYC SUBWAY,40.749877374,-73.862727261,"(40.749877374, -73.862727261)"
456520544,05/09/2016,14:20:00,05/09/2017,14:30:00,05/09/2017,235,DANGEROUS DRUGS,511,"CONTROLLED SUBSTANCE, POSSESSI",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,32,FRONT OF,RESIDENCE - APT. HOUSE,40.81725838,-73.940404581,"(40.81725838, -73.940404581)"
932266471,05/09/2016,15:00:00,03/11/2017,19:53:00,04/06/2017,341,PETIT LARCENY,321,"LARCENY,PETIT FROM AUTO",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,63,FRONT OF,PARKING LOT/GARAGE (PRIVATE),40.631195337,-73.919981095,"(40.631195337, -73.919981095)"
139201920,05/09/2016,09:17:00,,,01/24/2017,113,FORGERY,723,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,PUBLIC BUILDING,40.707447364,-73.792141768,"(40.707447364, -73.792141768)"
790526635,05/09/2016,10:00:00,,,01/17/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,69,INSIDE,RESIDENCE-HOUSE,40.640636624,-73.91141927,"(40.640636624, -73.91141927)"
516772399,05/10/2016,09:00:00,05/10/2017,10:00:00,06/29/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,70,INSIDE,STREET,40.634630918,-73.953199509,"(40.634630918, -73.953199509)"
363690372,05/10/2016,22:00:00,,,06/09/2017,340,FRAUDS,718,"FRAUD,UNCLASSIFIED-MISDEMEANOR",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,107,INSIDE,RESIDENCE-HOUSE,40.735572185,-73.793219543,"(40.735572185, -73.793219543)"
385520344,05/10/2016,09:00:00,05/10/2016,09:00:00,05/31/2017,341,PETIT LARCENY,338,"LARCENY,PETIT FROM BUILDING,UN",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,6,INSIDE,RESIDENCE - APT. HOUSE,40.735617612,-73.992669219,"(40.735617612, -73.992669219)"
579511526,05/10/2016,10:00:00,04/28/2017,18:00:00,04/28/2017,109,GRAND LARCENY,422,"LARCENY,GRAND BY OPEN CREDIT CARD (NEW ACCT)",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,71,INSIDE,RESIDENCE - APT. HOUSE,40.670074732,-73.95427051,"(40.670074732, -73.95427051)"
791054042,05/10/2016,05:00:00,05/10/2016,05:05:00,04/11/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,102,INSIDE,RESIDENCE-HOUSE,40.699669373,-73.851023157,"(40.699669373, -73.851023157)"
548634360,05/10/2016,12:00:00,05/10/2016,20:00:00,03/05/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,BRONX,48,INSIDE,RESIDENCE - APT. HOUSE,40.842318439,-73.886588828,"(40.842318439, -73.886588828)"
929930751,05/11/2016,22:13:00,06/04/2017,21:45:00,06/04/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BRONX,50,INSIDE,RESIDENCE - APT. HOUSE,40.880894428,-73.897483933,"(40.880894428, -73.897483933)"
644247365,05/11/2016,12:00:00,,,05/24/2017,109,GRAND LARCENY,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,32,INSIDE,ATM,40.823056252,-73.942422738,"(40.823056252, -73.942422738)"
767202112,05/11/2016,16:24:00,05/11/2016,16:24:00,05/11/2017,117,DANGEROUS DRUGS,500,"CONTROLLED SUBSTANCE,POSSESS.",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,115,FRONT OF,STREET,40.755899095,-73.864826401,"(40.755899095, -73.864826401)"
521671822,05/11/2016,12:00:00,04/18/2017,23:30:00,04/19/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,33,INSIDE,RESIDENCE - APT. HOUSE,40.835504619,-73.939188456,"(40.835504619, -73.939188456)"
178287784,05/11/2016,19:00:00,01/18/2017,10:00:00,02/06/2017,359,OFFENSES AGAINST PUBLIC ADMINI,748,"CONTEMPT,CRIMINAL",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE-HOUSE,40.70516614,-73.907672691,"(40.70516614, -73.907672691)"
792475326,05/11/2016,08:00:00,12/28/2016,17:00:00,01/30/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,1,FRONT OF,COMMERCIAL BUILDING,40.708175407,-74.008820305,"(40.708175407, -74.008820305)"
251005961,05/12/2016,00:00:00,09/25/2016,23:59:00,05/22/2017,112,THEFT-FRAUD,739,"FRAUD,UNCLASSIFIED-FELONY",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,104,INSIDE,RESIDENCE - APT. HOUSE,40.712251588,-73.905776355,"(40.712251588, -73.905776355)"
635300013,05/12/2016,15:08:00,05/12/2017,15:15:00,05/12/2017,232,POSSESSION OF STOLEN PROPERTY,490,"STOLEN PROPERTY 3,POSSESSION",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,23,INSIDE,GROCERY/BODEGA,40.788077027,-73.947234248,"(40.788077027, -73.947234248)"
994862880,05/12/2016,14:30:00,01/28/2017,15:30:00,02/27/2017,344,ASSAULT 3 & RELATED OFFENSES,113,"MENACING,UNCLASSIFIED",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,101,INSIDE,RESIDENCE-HOUSE,40.602674422,-73.75510182,"(40.602674422, -73.75510182)"
280593850,05/12/2016,15:00:00,,,02/16/2017,109,GRAND LARCENY,425,"LARCENY,GRAND BY BANK ACCT COMPROMISE-ATM TRANSACTION",COMPLETED,FELONY,N.Y. POLICE DEPT,MANHATTAN,9,INSIDE,BANK,40.721184076,-73.979420094,"(40.721184076, -73.979420094)"
244709117,05/12/2016,08:30:00,05/12/2016,17:00:00,01/17/2017,113,FORGERY,723,"FORGERY,DRIVERS LICENSE",COMPLETED,FELONY,N.Y. POLICE DEPT,QUEENS,103,INSIDE,PUBLIC BUILDING,40.707447364,-73.792141768,"(40.707447364, -73.792141768)"
618896805,05/13/2016,14:00:00,05/13/2016,14:05:00,05/19/2017,105,ROBBERY,397,"ROBBERY,OPEN AREA UNCLASSIFIED",COMPLETED,FELONY,N.Y. POLICE DEPT,BROOKLYN,72,,STREET,40.647038015,-74.011997793,"(40.647038015, -74.011997793)"
804046734,05/13/2016,05:15:00,05/16/2017,17:40:00,05/16/2017,351,CRIMINAL MISCHIEF & RELATED OF,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,BROOKLYN,88,REAR OF,RESIDENCE - APT. HOUSE,40.693623017,-73.964528162,"(40.693623017, -73.964528162)"
700100418,05/13/2016,15:00:00,05/13/2016,15:30:00,04/17/2017,359,OFFENSES AGAINST PUBLIC ADMINI,749,VIOLATION OF ORDER OF PROTECTI,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,STATEN ISLAND,120,INSIDE,OTHER,40.641783726,-74.077472536,"(40.641783726, -74.077472536)"
175422239,05/13/2016,09:00:00,02/13/2017,04:10:00,02/13/2017,578,HARRASSMENT 2,638,"HARASSMENT,SUBD 3,4,5",COMPLETED,VIOLATION,N.Y. POLICE DEPT,BRONX,46,INSIDE,RESIDENCE - APT. HOUSE,40.84586773,-73.915888033,"(40.84586773, -73.915888033)"
517757525,05/14/2016,22:00:00,05/14/2017,22:15:00,05/14/2017,344,ASSAULT 3 & RELATED OFFENSES,101,ASSAULT 3,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,QUEENS,109,INSIDE,RESIDENCE - APT. HOUSE,40.767201086,-73.827204298,"(40.767201086, -73.827204298)"
575269682,05/14/2016,18:00:00,03/14/2017,15:00:00,03/15/2017,361,OFF. AGNST PUB ORD SENSBLTY &,639,AGGRAVATED HARASSMENT 2,COMPLETED,MISDEMEANOR,N.Y. POLICE DEPT,MANHATTAN,14,INSIDE,RESIDENCE - APT. HOUSE,40.751250457,-73.981475285,"(40.751250457, -73.981475285)"
